initial_captial,usd_balance,max_usd,min_usd,win,lose,win_rate,total_fee,total_profit,risk_portion,win_ratio
10000,11689.243104082987,11689.243104082987,9980,88,8,0.9166666666666666,165.4486113590143,1689.2431040829836,0.01,1
10000,11729.505978510575,11729.505978510575,9980,88,8,0.9166666666666666,165.73294211409635,1729.5059785105682,0.01,1.02
10000,11769.9059321321,11769.9059321321,9980,88,8,0.9166666666666666,166.01792371530382,1769.9059321321035,0.01,1.04
10000,11810.443426188844,11810.443426188844,9980,88,8,0.9166666666666666,166.30355780613962,1810.4434261888491,0.01,1.06
10000,11851.11892345568,11851.11892345568,9980,88,8,0.9166666666666666,166.58984603445816,1851.118923455678,0.01,1.08
10000,11891.932888246096,11891.932888246096,9980,88,8,0.9166666666666666,166.87679005247804,1891.9328882461032,0.01,1.1
10000,11882.403431158718,11882.403431158718,9980,87,9,0.90625,167.07263702235932,1882.4034311587186,0.01,1.12
10000,11922.846040232935,11922.846040232935,9980,87,9,0.90625,167.35973705861838,1922.8460402329226,0.01,1.1400000000000001
10000,11963.424688295114,11963.424688295114,9980,87,9,0.90625,167.64749141775812,1963.424688295113,0.01,1.1600000000000001
10000,12004.13982753125,12004.13982753125,9980,87,9,0.90625,167.9359017405973,2004.1398275312376,0.01,1.1800000000000002
10000,12044.991911612271,12044.991911612271,9980,87,9,0.90625,168.22496967226095,2044.9919116122753,0.01,1.2000000000000002
10000,12085.981395699062,12085.981395699062,9980,87,9,0.90625,168.5146968621922,2085.981395699068,0.01,1.2200000000000002
10000,12127.108736447162,12127.108736447162,9980,87,9,0.90625,168.8050849641644,2127.1087364471587,0.01,1.2400000000000002
10000,12168.374392011612,12168.374392011612,9980,87,9,0.90625,169.09613563629074,2168.3743920116176,0.01,1.2600000000000002
10000,12154.244398747043,12154.244398747043,9980,86,10,0.8958333333333334,169.3044725475452,2154.2443987470456,0.01,1.2800000000000002
10000,12195.112550131089,12195.112550131089,9980,86,10,0.8958333333333334,169.595854813551,2195.1125501310803,0.01,1.3000000000000003
10000,12236.116492505715,12236.116492505715,9980,86,10,0.8958333333333334,169.8878991583569,2236.1164925057246,0.01,1.3200000000000003
10000,12268.249861988495,12268.249861988495,9980,85,11,0.8854166666666666,170.15865004746215,2268.2498619884955,0.01,1.3400000000000003
10000,12309.419260769104,12309.419260769104,9980,85,11,0.8854166666666666,170.45176762106314,2309.419260769102,0.01,1.3600000000000003
10000,12233.74819401069,12233.74819401069,9980,83,13,0.8645833333333334,170.5334916614207,2233.748194010691,0.01,1.3800000000000003
10000,12273.819329310105,12273.819329310105,9980,83,13,0.8645833333333334,170.82550751650152,2273.8193293101094,0.01,1.4000000000000004
10000,12314.02011941479,12314.02011941479,9980,83,13,0.8645833333333334,171.11817950535394,2314.020119414797,0.01,1.4200000000000004
10000,12354.350978672934,12354.350978672934,9980,83,13,0.8645833333333334,171.41150923946185,2354.350978672932,0.01,1.4400000000000004
10000,12394.812322740341,12394.812322740341,9980,83,13,0.8645833333333334,171.70549833442988,2394.812322740344,0.01,1.4600000000000004
10000,12435.40456858461,12435.40456858461,9980,83,13,0.8645833333333334,172.00014840999611,2435.404568584609,0.01,1.4800000000000004
10000,12476.128134489125,12476.128134489125,9980,83,13,0.8645833333333334,172.29546109004153,2476.128134489124,0.01,1.5000000000000004
10000,12516.983440057207,12516.983440057207,9980,83,13,0.8645833333333334,172.5914380026007,2516.9834400572036,0.01,1.5200000000000005
10000,12494.37229772678,12494.37229772678,9980,82,14,0.8541666666666666,172.24936505362055,2494.3722977267807,0.01,1.5400000000000005
10000,12534.784246462264,12534.784246462264,9980,82,14,0.8541666666666666,172.54025248108326,2534.784246462264,0.01,1.5600000000000005
10000,12575.32529470879,12575.32529470879,9980,82,14,0.8541666666666666,172.83178400039534,2575.325294708787,0.01,1.5800000000000005
10000,12550.601931864076,12550.601931864076,9980,81,15,0.84375,172.36488872499018,2550.601931864081,0.01,1.6000000000000005
10000,12590.688895458825,12590.688895458825,9980,81,15,0.84375,172.65040211232312,2590.688895458827,0.01,1.6200000000000006
10000,12630.902301872202,12630.902301872202,9980,81,15,0.84375,172.9365385219952,2630.9023018722023,0.01,1.6400000000000006
10000,12671.242544898345,12671.242544898345,9980,81,15,0.84375,173.2232994436452,2671.2425448983336,0.01,1.6600000000000006
10000,12711.710019542146,12711.710019542146,9980,81,15,0.84375,173.51068637062286,2711.7100195421426,0.01,1.6800000000000006
10000,12752.305122022975,12752.305122022975,9980,81,15,0.84375,173.7987007999975,2752.3051220229713,0.01,1.7000000000000006
10000,12793.02824977827,12793.02824977827,9980,81,15,0.84375,174.08734423256766,2793.028249778267,0.01,1.7200000000000006
10000,12763.794038610024,12763.794038610024,9980,80,16,0.8333333333333334,174.22801845056927,2763.794038610022,0.01,1.7400000000000007
10000,12804.040234993796,12804.040234993796,9980,80,16,0.8333333333333334,174.51640224110014,2804.040234993802,0.01,1.7600000000000007
10000,12844.411732094048,12844.411732094048,9980,80,16,0.8333333333333334,174.80541194714687,2844.4117320940554,0.01,1.7800000000000007
10000,12884.9089150306,12884.9089150306,9980,80,16,0.8333333333333334,175.09504905341475,2884.9089150306,0.01,1.8000000000000007
10000,12925.532170091596,12925.532170091596,9980,80,16,0.8333333333333334,175.3853150482717,2925.532170091606,0.01,1.8200000000000007
10000,12966.281884737124,12966.281884737124,9980,80,16,0.8333333333333334,175.67621142375654,2966.2818847371163,0.01,1.8400000000000007
10000,12933.033247028403,12933.033247028403,9980,79,17,0.8229166666666666,175.476821331681,2933.033247028405,0.01,1.8600000000000008
10000,12973.286367264313,12973.286367264313,9980,79,17,0.8229166666666666,175.76432473442773,2973.286367264311,0.01,1.8800000000000008
10000,13013.663171026112,13013.663171026112,9980,79,17,0.8229166666666666,176.0524429180671,3013.663171026117,0.01,1.9000000000000008
10000,13054.164033429683,13054.164033429683,9980,79,17,0.8229166666666666,176.34117731788479,3054.164033429681,0.01,1.9200000000000008
10000,13094.789330713627,13094.789330713627,9980,79,17,0.8229166666666666,176.63052937265107,3094.789330713631,0.01,1.9400000000000008
10000,13135.53944024266,13135.53944024266,9980,79,17,0.8229166666666666,176.92050052462938,3135.539440242664,0.01,1.9600000000000009
10000,13098.193066486572,13098.193066486572,9980,78,18,0.8125,177.09397600915403,3098.1930664865745,0.01,1.9800000000000009
10000,13138.427071636284,13138.427071636284,9980,78,18,0.8125,177.3840604999385,3138.427071636286,0.01,2.000000000000001
10000,13178.783064462054,13178.783064462054,9980,78,18,0.8125,177.67476286790335,3178.7830644620467,0.01,2.020000000000001
10000,13219.261409974652,13219.261409974652,9980,78,18,0.8125,177.9660845468321,3219.2614099746447,0.01,2.040000000000001
10000,13259.862474262523,13259.862474262523,9980,78,18,0.8125,178.25802697396162,3259.862474262527,0.01,2.060000000000001
10000,13300.586624494967,13300.586624494967,9980,78,18,0.8125,178.55059158999248,3300.5866244949652,0.01,2.080000000000001
10000,13259.063294629883,13259.063294629883,9980,77,19,0.8020833333333334,178.39410896642633,3259.0632946298797,0.01,2.100000000000001
10000,13216.615065117365,13216.615065117365,9980,76,20,0.7916666666666666,178.355700915394,3216.6150651173657,0.01,2.120000000000001
10000,13173.251722170025,13173.251722170025,9980,75,21,0.78125,177.9776438052845,3173.2517221700273,0.01,2.140000000000001
10000,13128.983238321498,13128.983238321498,9960.039999999999,74,22,0.7708333333333334,177.18332489168665,3128.9832383215044,0.01,2.160000000000001
10000,13083.819768612317,13083.819768612317,9960.039999999999,73,23,0.7604166666666666,177.2815319155193,3083.819768612317,0.01,2.180000000000001
10000,13121.380603168098,13121.380603168098,9960.039999999999,73,23,0.7604166666666666,177.55477154078085,3121.3806031681024,0.01,2.200000000000001
10000,13159.047774828965,13159.047774828965,9960.039999999999,73,23,0.7604166666666666,177.82855671935644,3159.0477748289663,0.01,2.220000000000001
10000,13196.821580418857,13196.821580418857,9960.039999999999,73,23,0.7604166666666666,178.10288863118566,3196.8215804188626,0.01,2.240000000000001
10000,13234.702317578489,13234.702317578489,9960.039999999999,73,23,0.7604166666666666,178.3777684588496,3234.702317578489,0.01,2.260000000000001
10000,13272.69028476752,13272.69028476752,9960.039999999999,73,23,0.7604166666666666,178.6531973875767,3272.690284767524,0.01,2.280000000000001
10000,13310.785781266819,13310.785781266819,9960.039999999999,73,23,0.7604166666666666,178.9291766052479,3310.785781266829,0.01,2.300000000000001
10000,13348.9891071807,13348.9891071807,9960.039999999999,73,23,0.7604166666666666,179.2057073024039,3348.9891071806887,0.01,2.320000000000001
10000,13387.300563439017,13387.300563439017,9960.039999999999,73,23,0.7604166666666666,179.48279067224942,3387.3005634390115,0.01,2.340000000000001
10000,13335.923452201616,13335.923452201616,9960.039999999999,72,24,0.75,179.06653995022785,3335.92345220163,0.01,2.360000000000001
10000,13373.66194583857,13373.66194583857,9960.039999999999,72,24,0.75,179.33909317512885,3373.661945838574,0.01,2.3800000000000012
10000,13320.743156391085,13320.743156391085,9960.039999999999,71,25,0.7395833333333334,178.81211349788222,3320.743156391086,0.01,2.4000000000000012
10000,13176.666952433605,13176.666952433605,9960.039999999999,69,27,0.71875,178.4437480568983,3176.666952433598,0.01,2.4200000000000013
10000,13212.372437145765,13212.372437145765,9960.039999999999,69,27,0.71875,178.7062770853259,3212.372437145767,0.01,2.4400000000000013
10000,13248.173258139375,13248.173258139375,9960.039999999999,69,27,0.71875,178.96930016499502,3248.1732581393712,0.01,2.4600000000000013
10000,13284.069666187374,13284.069666187374,9960.039999999999,69,27,0.71875,179.23281829894728,3284.069666187374,0.01,2.4800000000000013
10000,13320.061912712425,13320.061912712425,9960.039999999999,69,27,0.71875,179.496832492328,3320.061912712428,0.01,2.5000000000000013
10000,13356.150249788532,13356.150249788532,9960.039999999999,69,27,0.71875,179.76134375238857,3356.1502497885385,0.01,2.5200000000000014
10000,13392.33493014271,13392.33493014271,9960.039999999999,69,27,0.71875,180.02635308849335,3392.3349301427206,0.01,2.5400000000000014
10000,13428.616207156643,13428.616207156643,9960.039999999999,69,27,0.71875,180.29186151212235,3428.616207156651,0.01,2.5600000000000014
10000,13464.99433486835,13464.99433486835,9960.039999999999,69,27,0.71875,180.55787003687658,3464.9943348683546,0.01,2.5800000000000014
10000,13501.469567973872,13501.469567973872,9960.039999999999,69,27,0.71875,180.82437967848202,3501.4695679738775,0.01,2.6000000000000014
10000,13538.042161828962,13538.042161828962,9960.039999999999,69,27,0.71875,181.0913914547948,3538.042161828957,0.01,2.6200000000000014
10000,13378.814560111772,13378.814560111772,9960.039999999999,67,29,0.6979166666666666,180.53965073442004,3378.814560111776,0.01,2.6400000000000015
10000,13413.984537183453,13413.984537183453,9960.039999999999,67,29,0.6979166666666666,180.80139334299488,3413.984537183451,0.01,2.6600000000000015
10000,13449.245574081055,13449.245574081055,9960.039999999999,67,29,0.6979166666666666,181.06361787924737,3449.245574081056,0.01,2.6800000000000015
10000,13484.597902961328,13484.597902961328,9960.039999999999,67,29,0.6979166666666666,181.32632529796155,3484.597902961332,0.01,2.7000000000000015
10000,13520.041756563709,13520.041756563709,9960.039999999999,67,29,0.6979166666666666,181.5895165558719,3520.0417565637076,0.01,2.7200000000000015
10000,13555.577368211732,13555.577368211732,9960.039999999999,67,29,0.6979166666666666,181.85319261166745,3555.577368211731,0.01,2.7400000000000015
10000,13591.204971814515,13591.204971814515,9960.039999999999,67,29,0.6979166666666666,182.1173544259958,3591.2049718145126,0.01,2.7600000000000016
10000,13626.92480186818,13626.92480186818,9960.039999999999,67,29,0.6979166666666666,182.38200296146755,3626.924801868178,0.01,2.7800000000000016
10000,13662.737093457315,13662.737093457315,9960.039999999999,67,29,0.6979166666666666,182.64713918265952,3662.7370934573137,0.01,2.8000000000000016
10000,13698.642082256416,13698.642082256416,9960.039999999999,67,29,0.6979166666666666,182.91276405611944,3698.6420822564196,0.01,2.8200000000000016
10000,13734.640004531357,13734.640004531357,9960.039999999999,67,29,0.6979166666666666,183.17887855037048,3734.6400045313594,0.01,2.8400000000000016
10000,13770.731097140839,13770.731097140839,9960.039999999999,67,29,0.6979166666666666,183.44548363591403,3770.7310971408415,0.01,2.8600000000000017
10000,13806.91559753787,13806.91559753787,9960.039999999999,67,29,0.6979166666666666,183.712580285235,3806.915597537865,0.01,2.8800000000000017
10000,13843.193743771182,13843.193743771182,9960.039999999999,67,29,0.6979166666666666,183.98016947280502,3843.1937437711795,0.01,2.9000000000000017
10000,13879.565774486791,13879.565774486791,9960.039999999999,67,29,0.6979166666666666,184.24825217508754,3879.5657744867963,0.01,2.9200000000000017
10000,13916.031928929415,13916.031928929415,9960.039999999999,67,29,0.6979166666666666,184.51682937054062,3916.031928929409,0.01,2.9400000000000017
10000,13842.73825160056,13842.73825160056,9960.039999999999,66,30,0.6875,184.12420281796483,3842.7382516005578,0.01,2.9600000000000017
10000,13878.552898563486,13878.552898563486,9960.039999999999,66,30,0.6875,184.3889958357041,3878.5528985634896,0.01,2.9800000000000018
10000,13803.807028528476,13803.807028528476,9960.039999999999,65,31,0.6770833333333334,183.98833557175072,3803.807028528479,0.01,3.0000000000000018
10000,13838.967871336392,13838.967871336392,9960.039999999999,65,31,0.6770833333333334,184.24934311389197,3838.967871336394,0.01,3.020000000000002
10000,13874.216882803572,13874.216882803572,9960.039999999999,65,31,0.6770833333333334,184.5108153700984,3874.21688280357,0.01,3.040000000000002
10000,13909.554280528975,13909.554280528975,9960.039999999999,65,31,0.6770833333333334,184.77275322685438,3909.5542805289715,0.01,3.060000000000002
10000,13831.885904900513,13831.885904900513,9940.11992,64,32,0.6666666666666666,183.54105437737957,3831.885904900512,0.01,3.080000000000002
10000,13866.561436670721,13866.561436670721,9940.11992,64,32,0.6666666666666666,183.7945194873254,3866.5614366707123,0.01,3.100000000000002
10000,13787.485967189092,13787.485967189092,9940.11992,63,33,0.65625,182.81556167276204,3787.485967189088,0.01,3.120000000000002
10000,13821.498030235962,13821.498030235962,9940.11992,63,33,0.65625,183.06194105065742,3821.4980302359645,0.01,3.140000000000002
10000,13855.592650758314,13855.592650758314,9940.11992,63,33,0.65625,183.30874363802636,3855.592650758319,0.01,3.160000000000002
10000,13659.959282890226,13659.959282890226,9940.11992,61,35,0.6354166666666666,183.1430079490313,3659.959282890225,0.01,3.180000000000002
10000,13692.564257966455,13692.564257966455,9940.11992,61,35,0.6354166666666666,183.3877641803144,3692.5642579664686,0.01,3.200000000000002
10000,13662.028321103648,13662.028321103648,9940.11992,60,36,0.625,182.8053118462586,3662.0283211036403,0.01,3.220000000000002
10000,13694.336726921345,13694.336726921345,9940.11992,60,36,0.625,183.04585649891254,3694.336726921348,0.01,3.240000000000002
10000,13610.526182259353,13610.526182259353,9940.11992,59,37,0.6145833333333334,181.8770142624757,3610.52618225935,0.01,3.260000000000002
10000,13642.168091618692,13642.168091618692,9940.11992,59,37,0.6145833333333334,182.10975559502774,3642.1680916186974,0.01,3.280000000000002
10000,13673.882305966763,13673.882305966763,9940.11992,59,37,0.6145833333333334,182.34288028722239,3673.882305966764,0.01,3.300000000000002
10000,13471.406901784967,13471.406901784967,9940.11992,57,39,0.59375,181.07080223275406,3471.406901784963,0.01,3.320000000000002
10000,13501.648634592664,13501.648634592664,9940.11992,57,39,0.59375,181.2957088613047,3501.6486345926733,0.01,3.340000000000002
10000,13531.957056130488,13531.957056130488,9940.11992,57,39,0.59375,181.52097898897836,3531.9570561304827,0.01,3.360000000000002
10000,13562.332310812904,13562.332310812904,9940.11992,57,39,0.59375,181.74661324248657,3562.332310812903,0.01,3.380000000000002
10000,13592.774543361471,13592.774543361471,9940.11992,57,39,0.59375,181.97261224964925,3592.7745433614623,0.01,3.400000000000002
10000,13503.672213070317,13503.672213070317,9940.11992,56,40,0.5833333333333334,181.43564004976403,3503.672213070321,0.01,3.420000000000002
10000,13533.442715553974,13533.442715553974,9940.11992,56,40,0.5833333333333334,181.65749891122329,3533.4427155539715,0.01,3.440000000000002
10000,13563.27766944505,13563.27766944505,9940.11992,56,40,0.5833333333333334,181.87970902967805,3563.2776694450517,0.01,3.460000000000002
10000,13593.17721172007,13593.17721172007,9940.11992,56,40,0.5833333333333334,182.1022709974109,3593.177211720059,0.01,3.480000000000002
10000,13623.141479641172,13623.141479641172,9940.11992,56,40,0.5833333333333334,182.32518540772767,3623.141479641174,0.01,3.500000000000002
10000,13653.17061075685,13653.17061075685,9940.11992,56,40,0.5833333333333334,182.54845285495952,3653.1706107568457,0.01,3.5200000000000022
10000,13437.63591216074,13437.63591216074,9940.11992,54,42,0.5625,181.9816948906386,3437.6359121607416,0.01,3.5400000000000023
10000,13466.184050835056,13466.184050835056,9940.11992,54,42,0.5625,182.20063491476589,3466.184050835066,0.01,3.5600000000000023
10000,13494.791707557873,13494.791707557873,9940.11992,54,42,0.5625,182.41991314308768,3494.791707557873,0.01,3.5800000000000023
10000,13523.459004054172,13523.459004054172,9940.11992,54,42,0.5625,182.63953012915036,3523.4590040541802,0.01,3.6000000000000023
10000,13552.186062293127,13552.186062293127,9940.11992,54,42,0.5625,182.85948642742576,3552.1860622931176,0.01,3.6200000000000023
10000,13580.973004488429,13580.973004488429,9940.11992,54,42,0.5625,183.07978259331162,3580.973004488433,0.01,3.6400000000000023
10000,13609.819953098955,13609.819953098955,9940.11992,54,42,0.5625,183.30041918313427,3609.81995309895,0.01,3.6600000000000024
10000,13512.001247585184,13512.001247585184,9940.11992,53,43,0.5520833333333334,182.89566149757206,3512.0012475851795,0.01,3.6800000000000024
10000,13540.161774774619,13540.161774774619,9940.11992,53,43,0.5520833333333334,183.11313292243133,3540.161774774614,0.01,3.7000000000000024
10000,13568.379875292787,13568.379875292787,9940.11992,53,43,0.5520833333333334,183.33093429778836,3568.3798752927873,0.01,3.7200000000000024
10000,13596.655664564616,13596.655664564616,9940.11992,53,43,0.5520833333333334,183.5490661523425,3596.655664564615,0.01,3.7400000000000024
10000,13624.989258241858,13624.989258241858,9940.11992,53,43,0.5520833333333334,183.7675290156564,3624.989258241859,0.01,3.7600000000000025
10000,13653.380772203544,13653.380772203544,9940.11992,53,43,0.5520833333333334,183.98632341815704,3653.380772203545,0.01,3.7800000000000025
10000,13681.830322556401,13681.830322556401,9940.11992,53,43,0.5520833333333334,184.20544989113796,3681.8303225564036,0.01,3.8000000000000025
10000,13710.338025635323,13710.338025635323,9940.11992,53,43,0.5520833333333334,184.42490896676,3710.3380256353253,0.01,3.8200000000000025
10000,13738.90399800378,13738.90399800378,9940.11992,53,43,0.5520833333333334,184.64470117805263,3738.9039980037783,0.01,3.8400000000000025
10000,13767.528356454251,13767.528356454251,9940.11992,53,43,0.5520833333333334,184.86482705891635,3767.528356454249,0.01,3.8600000000000025
10000,13796.211218008706,13796.211218008706,9940.11992,53,43,0.5520833333333334,185.08528714412273,3796.211218008706,0.01,3.8800000000000026
10000,13824.952699919017,13824.952699919017,9940.11992,53,43,0.5520833333333334,185.3060819693171,3824.9526999190152,0.01,3.9000000000000026
10000,13853.752919667391,13853.752919667391,9940.11992,53,43,0.5520833333333334,185.52721207101905,3853.752919667394,0.01,3.9200000000000026
10000,13746.52416059147,13746.52416059147,9940.11992,52,44,0.5416666666666666,185.33146789575338,3746.524160591466,0.01,3.9400000000000026
10000,13774.612056189122,13774.612056189122,9940.11992,52,44,0.5416666666666666,185.55078726034063,3774.612056189123,0.01,3.9600000000000026
10000,13802.75623026638,13802.75623026638,9940.11992,52,44,0.5416666666666666,185.7704356358026,3802.7562302663737,0.01,3.9800000000000026
10000,13830.956793356774,13830.956793356774,9940.11992,52,44,0.5416666666666666,185.99041354165684,3830.9567933567755,0.01,4.000000000000003
10000,13721.177164094886,13721.177164094886,9940.11992,51,45,0.53125,185.00872868680753,3721.177164094879,0.01,4.020000000000002
10000,13748.663275450092,13748.663275450092,9940.11992,51,45,0.53125,185.22268340098708,3748.6632754500943,0.01,4.040000000000002
10000,13776.203358117325,13776.203358117325,9940.11992,51,45,0.53125,185.43695115868147,3776.2033581173177,0.01,4.060000000000001
10000,13803.797515936694,13803.797515936694,9940.11992,51,45,0.53125,185.65153244224865,3803.797515936702,0.01,4.080000000000001
10000,13831.44585294411,13831.44585294411,9940.11992,51,45,0.53125,185.8664277348033,3831.4458529441085,0.01,4.1000000000000005
10000,13859.148473371406,13859.148473371406,9940.11992,51,45,0.53125,186.08163752021645,3859.1484733714174,0.01,4.12
10000,13886.9054816469,13886.9054816469,9940.11992,51,45,0.53125,186.29716228311776,3886.905481646905,0.01,4.14
10000,13914.716982395625,13914.716982395625,9940.11992,51,45,0.53125,186.51300250889668,3914.71698239562,0.01,4.159999999999999
10000,13942.583080439726,13942.583080439726,9940.11992,51,45,0.53125,186.72915868370268,3942.5830804397287,0.01,4.179999999999999
10000,13970.503880798902,13970.503880798902,9940.11992,51,45,0.53125,186.945631294448,3970.5038807988876,0.01,4.199999999999998
10000,13853.558496006937,13853.558496006937,9940.11992,50,46,0.5208333333333334,186.58287123668106,3853.5584960069236,0.01,4.219999999999998
10000,13880.748244399023,13880.748244399023,9940.11992,50,46,0.5208333333333334,186.7967150039978,3880.7482443990284,0.01,4.2399999999999975
10000,13907.99028064423,13907.99028064423,9940.11992,50,46,0.5208333333333334,187.01086687769578,3907.9902806442233,0.01,4.259999999999997
10000,13935.284703226562,13935.284703226562,9940.11992,50,46,0.5208333333333334,187.22532732364974,3935.2847032265586,0.01,4.279999999999997
10000,13815.889696202747,13815.889696202747,9940.11992,49,47,0.5104166666666666,186.5834497337801,3815.889696202739,0.01,4.299999999999996
10000,13842.452252580464,13842.452252580464,9940.11992,49,47,0.5104166666666666,186.79384798886383,3842.4522525804573,0.01,4.319999999999996
10000,13869.064827308848,13869.064827308848,9940.11992,49,47,0.5104166666666666,187.00454292810215,3869.0648273088536,0.01,4.339999999999995
10000,13895.727512595664,13895.727512595664,9940.11992,49,47,0.5104166666666666,187.21553498933937,3895.7275125956717,0.01,4.359999999999995
10000,13922.440400814992,13922.440400814992,9940.11992,49,47,0.5104166666666666,187.42682461107452,3922.4404008149972,0.01,4.379999999999995
10000,13652.127895243351,13652.127895243351,9940.11992,47,49,0.4895833333333333,185.47594644139173,3652.1278952433563,0.01,4.399999999999994
10000,13677.285759887156,13677.285759887156,9940.11992,47,49,0.4895833333333333,185.67650152978385,3677.28575988715,0.01,4.419999999999994
10000,13554.718115145157,13554.718115145157,9940.11992,46,50,0.4791666666666667,184.84066135304727,3554.718115145157,0.01,4.439999999999993
10000,13432.182735419621,13432.182735419621,9940.11992,45,51,0.46875,183.35706824557406,3432.182735419616,0.01,4.459999999999993
10000,13455.865385292842,13455.865385292842,9940.11992,45,51,0.46875,183.54485606967128,3455.865385292849,0.01,4.479999999999992
10000,13479.588854538446,13479.588854538446,9940.11992,45,51,0.46875,183.7328829961228,3479.588854538447,0.01,4.499999999999992
10000,13503.353211899403,13503.353211899403,9940.11992,45,51,0.46875,183.92114934263404,3503.353211899404,0.01,4.519999999999992
10000,13527.15852623177,13527.15852623177,9940.11992,45,51,0.46875,184.10965542733646,3527.1585262317767,0.01,4.539999999999991
10000,13551.004866504834,13551.004866504834,9940.11992,45,51,0.46875,184.29840156878967,3551.0048665048407,0.01,4.559999999999991
10000,13574.892301801301,13574.892301801301,9940.11992,45,51,0.46875,184.48738808598068,3574.8923018012943,0.01,4.57999999999999
10000,13598.820901317433,13598.820901317433,9940.11992,45,51,0.46875,184.6766152983253,3598.8209013174364,0.01,4.59999999999999
